Date,Day_of_Week,Lecture_Number,Start_Time,End_Time,Subject,Faculty_ID,Semester,Branch,Section,Classroom,Total_Enrolled_Students,Students_Present,Attendance_Percentage,Previous_Lecture_Attendance_Pct,Gap_Since_Previous_Lecture_Hours,Practical_or_Theory,Internal_Test_Week,Assignment_Due,Holiday_Before_After,Weather,Special_Event,Faculty_Experience_Years,Is_First_Lecture_Of_Day,Calculated_Attendance_Pct,Day_Of_Semester,Week_Number,Days_Since_Last_Holiday,Consecutive_Lecture_Count,Rolling_Avg_Prev_3_Lectures,Time_Of_Day,Week_Before_Exam
2026-06-27,Saturday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,85,82.52,-1.0,0.0,Theory,Yes,No,No,Cloudy,No,9,1,82.52,13,2,-1,9,81.59666666666668,Morning,Yes
2026-06-27,Saturday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,63,62.38,80.2,0.0,Theory,Yes,No,No,Cloudy,Yes,9,0,62.38,13,2,-1,4,83.69000000000001,Morning,Yes
2026-06-27,Saturday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,98,95.15,82.52,0.0,Theory,Yes,No,No,Rainy,No,9,0,95.15,13,2,-1,8,75.03333333333335,Morning,Yes
2026-06-27,Saturday,3,10:15:00,11:15:00,Principles Of Cloud Management And Security,F_KSD,3,Mca,B,Computer Lab,101,100,99.01,62.38,0.0,Theory,Yes,Yes,No,Rainy,No,7,0,99.01,13,2,-1,3,80.01666666666668,Morning,Yes
2026-06-27,Saturday,3,10:15:00,11:15:00,Principles Of Cloud Management And Security,F_KSD,3,Mca,A,Computer Lab,103,89,86.41,95.15,0.0,Theory,Yes,No,No,Cloudy,No,7,0,86.41,13,2,-1,7,85.51333333333334,Morning,Yes
2026-06-27,Saturday,4,11:15:00,12:15:00,Data Science & Machine Learning,F_SP,3,Mca,B,Computer Lab,101,94,93.07,99.01,0.0,Theory,Yes,No,No,Sunny,No,8,0,93.07,13,2,-1,2,93.52333333333335,Morning,Yes
2026-06-27,Saturday,4,11:15:00,12:15:00,Data Science & Machine Learning,F_SP,3,Mca,A,Computer Lab,103,82,79.61,86.41,0.0,Theory,Yes,No,No,Sunny,Yes,8,0,79.61,13,2,-1,6,92.83,Morning,Yes
2026-06-27,Saturday,5,13:30:00,15:30:00,Ds & Ml Practical,F_MLK,3,Mca,B,Computer Lab,101,73,72.28,93.07,1.25,Practical,Yes,No,No,Sunny,Yes,11,0,72.28,13,2,-1,1,86.36333333333334,Before Lunch,Yes
2026-06-27,Saturday,5,13:30:00,15:30:00,Ds & Ml Practical,F_MLK,3,Mca,A,Computer Lab,103,92,89.32,79.61,1.25,Practical,Yes,No,No,Cloudy,No,11,0,89.32,13,2,-1,10,81.65333333333334,Before Lunch,Yes
2026-06-29,Monday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,76,75.25,-1.0,0.0,Theory,Yes,No,No,Cloudy,No,9,1,75.25,15,3,-1,5,80.40333333333335,Morning,No
2026-06-29,Monday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,42,40.78,-1.0,0.0,Theory,Yes,No,No,Cloudy,No,9,1,40.78,15,3,-1,6,78.95,Morning,No
2026-06-29,Monday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,68,67.33,75.25,0.0,Theory,Yes,Yes,No,Cloudy,No,9,0,67.33,15,3,-1,1,68.45,Morning,No
2026-06-29,Monday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,82,79.61,40.78,0.0,Theory,Yes,No,No,Sunny,No,9,0,79.61,15,3,-1,9,61.120000000000005,Morning,No
2026-06-29,Monday,3,10:15:00,11:15:00,Software Testing And Quality Assurance,F_DPY,3,Mca,B,Computer Lab,101,82,81.19,67.33,0.0,Theory,Yes,No,No,Sunny,No,6,0,81.19,15,3,-1,4,62.573333333333345,Morning,No
2026-06-29,Monday,3,10:15:00,11:15:00,Software Testing And Quality Assurance,F_DPY,3,Mca,A,Computer Lab,103,74,71.84,79.61,0.0,Theory,Yes,No,No,Rainy,No,6,0,71.84,15,3,-1,8,76.04333333333334,Morning,No
2026-06-29,Monday,4,11:15:00,12:15:00,Principles Of Cloud Management And Security,F_KSD,3,Mca,B,Computer Lab,101,85,84.16,81.19,0.0,Theory,Yes,No,No,Sunny,No,7,0,84.16,15,3,-1,3,77.54666666666667,Morning,No
2026-06-29,Monday,4,11:15:00,12:15:00,Principles Of Cloud Management And Security,F_KSD,3,Mca,A,Computer Lab,103,68,66.02,71.84,0.0,Theory,Yes,No,No,Rainy,No,7,0,66.02,15,3,-1,7,79.06333333333335,Morning,No
2026-06-29,Monday,5,13:30:00,15:30:00,Innovation And Entrepreneurship Development,F_JSP,3,Mca,B,Computer Lab,101,76,75.25,84.16,1.25,Theory,Yes,No,No,Cloudy,No,12,0,75.25,15,3,-1,2,74.00666666666667,Before Lunch,No
2026-06-29,Monday,5,13:30:00,15:30:00,Innovation And Entrepreneurship Development,F_JSP,3,Mca,A,Computer Lab,103,85,82.52,66.02,1.25,Theory,Yes,No,No,Sunny,No,12,0,82.52,15,3,-1,10,75.14333333333333,Before Lunch,No
2026-06-30,Tuesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,83,82.18,-1.0,0.0,Theory,Yes,No,No,Cloudy,No,9,1,82.18,16,3,-1,5,74.59666666666668,Morning,No
2026-06-30,Tuesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,82,79.61,-1.0,0.0,Theory,Yes,Yes,No,Cloudy,No,9,1,79.61,16,3,-1,10,79.98333333333335,Morning,No
2026-06-30,Tuesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,84,83.17,82.18,0.0,Theory,Yes,No,No,Cloudy,No,9,0,83.17,16,3,-1,1,81.43666666666668,Morning,No
2026-06-30,Tuesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,90,87.38,79.61,0.0,Theory,Yes,No,No,Rainy,No,9,0,87.38,16,3,-1,9,81.65333333333335,Morning,No
2026-06-30,Tuesday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,Mca,B,Computer Lab,101,101,100.0,83.17,0.0,Theory,Yes,No,No,Sunny,No,8,0,100.0,16,3,-1,4,83.38666666666667,Morning,No
2026-06-30,Tuesday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,Mca,A,Computer Lab,103,97,94.17,87.38,0.0,Theory,Yes,No,No,Sunny,No,8,0,94.17,16,3,-1,6,90.18333333333334,Morning,No
2026-06-30,Tuesday,4,11:15:00,12:15:00,Software Testing And Quality Assurance,F_DPY,3,Mca,B,Computer Lab,101,81,80.2,100.0,0.0,Theory,Yes,No,No,Rainy,No,6,0,80.2,16,3,-1,3,93.85000000000001,Morning,No
2026-06-30,Tuesday,4,11:15:00,12:15:00,Software Testing And Quality Assurance,F_DPY,3,Mca,A,Computer Lab,103,91,88.35,94.17,0.0,Theory,Yes,No,No,Cloudy,No,6,0,88.35,16,3,-1,7,91.45666666666666,Morning,No
2026-06-30,Tuesday,5,13:30:00,15:30:00,Industry Readiness Program,F_Visiting,3,Mca,B,Computer Lab,101,79,78.22,80.2,1.25,Theory,Yes,No,No,Rainy,No,4,0,78.22,16,3,-1,2,87.57333333333334,Before Lunch,No
2026-06-30,Tuesday,5,13:30:00,15:30:00,Industry Readiness Program,F_Visiting,3,Mca,A,Computer Lab,103,87,84.47,88.35,1.25,Theory,Yes,No,No,Cloudy,No,4,0,84.47,16,3,-1,8,82.25666666666667,Before Lunch,No
2026-07-01,Wednesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,72,71.29,-1.0,0.0,Theory,Yes,No,After,Sunny,No,9,1,71.29,17,3,-1,5,83.68,Morning,No
2026-07-01,Wednesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,62,60.19,-1.0,0.0,Theory,Yes,No,After,Rainy,No,9,1,60.19,17,3,-1,10,77.99333333333334,Morning,No
2026-07-01,Wednesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,71,70.3,71.29,0.0,Theory,Yes,No,After,Sunny,No,9,0,70.3,17,3,-1,4,71.98333333333335,Morning,No
2026-07-01,Wednesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,69,66.99,60.19,0.0,Theory,Yes,No,After,Sunny,No,9,0,66.99,17,3,-1,9,67.26,Morning,No
2026-07-01,Wednesday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,Mca,B,Computer Lab,101,58,57.43,70.3,0.0,Theory,Yes,No,After,Rainy,No,8,0,57.43,17,3,-1,3,65.82666666666667,Morning,No
2026-07-01,Wednesday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,Mca,A,Computer Lab,103,78,75.73,66.99,0.0,Theory,Yes,No,After,Cloudy,No,8,0,75.73,17,3,-1,8,64.90666666666667,Morning,No
2026-07-01,Wednesday,4,11:15:00,12:15:00,Principles Of Cloud Management And Security,F_KSD,3,Mca,B,Computer Lab,101,76,75.25,57.43,0.0,Theory,Yes,No,After,Sunny,No,7,0,75.25,17,3,-1,2,66.71666666666668,Morning,No
2026-07-01,Wednesday,4,11:15:00,12:15:00,Principles Of Cloud Management And Security,F_KSD,3,Mca,A,Computer Lab,103,60,58.25,75.73,0.0,Theory,Yes,No,After,Rainy,No,7,0,58.25,17,3,-1,7,69.47000000000001,Morning,No
2026-07-01,Wednesday,5,13:30:00,15:30:00,Software Testing And Quality Assurance,F_DPY,3,Mca,B,Computer Lab,101,59,58.42,75.25,1.25,Practical,Yes,No,After,Rainy,No,6,0,58.42,17,3,-1,1,69.74333333333335,Before Lunch,No
2026-07-01,Wednesday,5,13:30:00,15:30:00,Software Testing And Quality Assurance,F_DPY,3,Mca,A,Computer Lab,103,73,70.87,58.25,1.25,Practical,Yes,No,After,Cloudy,No,6,0,70.87,17,3,-1,6,63.973333333333336,Before Lunch,No
2026-07-02,Thursday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,75,74.26,-1.0,0.0,Practical,No,No,No,Rainy,No,9,1,74.26,18,3,-1,4,62.51333333333334,Morning,No
2026-07-02,Thursday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,70,67.96,-1.0,0.0,Practical,No,No,No,Rainy,No,9,1,67.96,18,3,-1,7,67.85000000000001,Morning,No
2026-07-02,Thursday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,74,73.27,74.26,0.0,Practical,No,No,No,Rainy,No,9,0,73.27,18,3,-1,3,71.03000000000002,Morning,No
2026-07-02,Thursday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,92,89.32,67.96,0.0,Practical,No,No,No,Cloudy,No,9,0,89.32,18,3,-1,6,71.83000000000001,Morning,No
2026-07-02,Thursday,3,10:15:00,11:15:00,Mini Project,F_RSZ,3,Mca,B,Computer Lab,101,79,78.22,73.27,0.0,Practical,No,No,No,Sunny,No,15,0,78.22,18,3,-1,2,76.85000000000001,Morning,No
2026-07-02,Thursday,3,10:15:00,11:15:00,Mini Project,F_RSZ,3,Mca,A,Computer Lab,103,85,82.52,89.32,0.0,Practical,No,No,No,Rainy,No,15,0,82.52,18,3,-1,5,80.27000000000001,Morning,No
2026-07-02,Thursday,4,11:15:00,12:15:00,Mini Project,F_RSZ,3,Mca,B,Computer Lab,101,99,98.02,78.22,0.0,Practical,No,No,No,Sunny,No,15,0,98.02,18,3,-1,1,83.35333333333334,Morning,No
2026-07-02,Thursday,4,11:15:00,12:15:00,Mini Project,F_RSZ,3,Mca,A,Computer Lab,103,98,95.15,82.52,0.0,Practical,No,No,No,Cloudy,No,15,0,95.15,18,3,-1,8,86.25333333333333,Morning,No
2026-07-03,Friday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,73,72.28,-1.0,0.0,Theory,No,No,No,Cloudy,No,9,1,72.28,19,3,-1,1,91.89666666666669,Morning,No
2026-07-03,Friday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,76,73.79,-1.0,0.0,Theory,No,No,No,Cloudy,No,9,1,73.79,19,3,-1,2,88.48333333333335,Morning,No
2026-07-03,Friday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,86,83.5,73.79,0.0,Theory,No,No,No,Sunny,No,9,0,83.5,19,3,-1,3,80.40666666666668,Morning,No
2026-07-03,Friday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,78,77.23,72.28,0.0,Theory,No,No,No,Cloudy,No,9,0,77.23,19,3,-1,7,76.52333333333335,Morning,No
2026-07-03,Friday,3,10:15:00,11:15:00,Innovation And Entrepreneurship Development,F_JSP,3,Mca,A,Computer Lab,103,53,51.46,83.5,0.0,Theory,No,No,No,Sunny,Yes,12,0,51.46,19,3,-1,4,78.17333333333335,Morning,No
2026-07-03,Friday,3,10:15:00,11:15:00,Innovation And Entrepreneurship Development,F_JSP,3,Mca,B,Computer Lab,101,78,77.23,77.23,0.0,Theory,No,No,No,Cloudy,No,12,0,77.23,19,3,-1,8,70.73,Morning,No
2026-07-03,Friday,4,11:15:00,12:15:00,Innovation And Entrepreneurship Development,F_JSP,3,Mca,A,Computer Lab,103,82,79.61,51.46,0.0,Theory,No,No,No,Rainy,No,12,0,79.61,19,3,-1,5,68.64000000000001,Morning,No
2026-07-03,Friday,4,11:15:00,12:15:00,Innovation And Entrepreneurship Development,F_JSP,3,Mca,B,Computer Lab,101,74,73.27,77.23,0.0,Theory,No,No,No,Cloudy,No,12,0,73.27,19,3,-1,9,69.43333333333334,Morning,No
2026-07-03,Friday,5,13:30:00,15:30:00,Stqa Practical,F_DPY,3,Mca,A,Computer Lab,103,60,58.25,79.61,1.25,Practical,No,No,No,Rainy,No,6,0,58.25,19,3,-1,6,76.70333333333333,Before Lunch,No
2026-07-03,Friday,5,13:30:00,15:30:00,Stqa Practical,F_DPY,3,Mca,B,Computer Lab,101,66,65.35,73.27,1.25,Practical,No,No,No,Cloudy,No,6,0,65.35,19,3,-1,10,70.37666666666668,Before Lunch,No
2026-07-04,Saturday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,100,99.01,-1.0,0.0,Theory,No,No,No,Rainy,No,9,1,99.01,20,3,-1,5,65.62333333333335,Morning,No
2026-07-04,Saturday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,65,63.11,-1.0,0.0,Theory,No,Yes,No,Rainy,No,9,1,63.11,20,3,-1,10,74.20333333333333,Morning,No
2026-07-04,Saturday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,72,71.29,99.01,0.0,Theory,No,No,No,Rainy,No,9,0,71.29,20,3,-1,2,75.82333333333334,Morning,No
2026-07-04,Saturday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,75,72.82,63.11,0.0,Theory,No,No,No,Rainy,No,9,0,72.82,20,3,-1,6,77.80333333333334,Morning,No
2026-07-04,Saturday,3,10:15:00,11:15:00,Principles Of Cloud Management And Security,F_KSD,3,Mca,B,Computer Lab,101,85,84.16,71.29,0.0,Theory,No,No,No,Cloudy,No,7,0,84.16,20,3,-1,1,69.07333333333334,Morning,No
2026-07-04,Saturday,3,10:15:00,11:15:00,Principles Of Cloud Management And Security,F_KSD,3,Mca,A,Computer Lab,103,91,88.35,72.82,0.0,Theory,No,No,No,Cloudy,No,7,0,88.35,20,3,-1,8,76.09000000000002,Morning,No
2026-07-04,Saturday,4,11:15:00,12:15:00,Data Science & Machine Learning,F_SP,3,Mca,B,Computer Lab,101,94,93.07,84.16,0.0,Theory,No,No,No,Cloudy,No,8,0,93.07,20,3,-1,4,81.77666666666666,Morning,No
2026-07-04,Saturday,4,11:15:00,12:15:00,Data Science & Machine Learning,F_SP,3,Mca,A,Computer Lab,103,91,88.35,88.35,0.0,Theory,No,No,No,Sunny,No,8,0,88.35,20,3,-1,7,88.52666666666666,Morning,No
2026-07-04,Saturday,5,13:30:00,15:30:00,Ds & Ml Practical,F_MLK,3,Mca,B,Computer Lab,101,83,82.18,93.07,1.25,Practical,No,No,No,Cloudy,No,11,0,82.18,20,3,-1,3,89.92333333333335,Before Lunch,No
2026-07-04,Saturday,5,13:30:00,15:30:00,Ds & Ml Practical,F_MLK,3,Mca,A,Computer Lab,103,94,91.26,88.35,1.25,Practical,No,No,No,Cloudy,No,11,0,91.26,20,3,-1,9,87.86666666666667,Before Lunch,No
2026-07-06,Monday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,45,44.55,-1.0,0.0,Theory,No,No,No,Rainy,No,9,1,44.55,22,4,-1,5,87.26333333333334,Morning,No
2026-07-06,Monday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,63,61.17,-1.0,0.0,Theory,No,No,No,Rainy,No,9,1,61.17,22,4,-1,9,72.66333333333336,Morning,No
2026-07-06,Monday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,66,65.35,44.55,0.0,Theory,No,Yes,No,Rainy,No,9,0,65.35,22,4,-1,4,65.66000000000001,Morning,No
2026-07-06,Monday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,71,68.93,61.17,0.0,Theory,No,No,No,Rainy,No,9,0,68.93,22,4,-1,8,57.02333333333334,Morning,No
2026-07-06,Monday,3,10:15:00,11:15:00,Software Testing And Quality Assurance,F_DPY,3,Mca,B,Computer Lab,101,58,57.43,65.35,0.0,Theory,No,Yes,No,Sunny,No,6,0,57.43,22,4,-1,3,65.15000000000002,Morning,No
2026-07-06,Monday,3,10:15:00,11:15:00,Software Testing And Quality Assurance,F_DPY,3,Mca,A,Computer Lab,103,69,66.99,68.93,0.0,Theory,No,No,No,Cloudy,No,6,0,66.99,22,4,-1,7,63.903333333333336,Morning,No
2026-07-06,Monday,4,11:15:00,12:15:00,Principles Of Cloud Management And Security,F_KSD,3,Mca,B,Computer Lab,101,59,58.42,57.43,0.0,Theory,No,No,No,Rainy,No,7,0,58.42,22,4,-1,2,64.45,Morning,No
2026-07-06,Monday,4,11:15:00,12:15:00,Principles Of Cloud Management And Security,F_KSD,3,Mca,A,Computer Lab,103,57,55.34,66.99,0.0,Theory,No,Yes,No,Rainy,No,7,0,55.34,22,4,-1,6,60.94666666666668,Morning,No
2026-07-06,Monday,5,13:30:00,15:30:00,Innovation And Entrepreneurship Development,F_JSP,3,Mca,B,Computer Lab,101,54,53.47,58.42,1.25,Theory,No,No,No,Rainy,No,12,0,53.47,22,4,-1,1,60.25000000000001,Before Lunch,No
2026-07-06,Monday,5,13:30:00,15:30:00,Innovation And Entrepreneurship Development,F_JSP,3,Mca,A,Computer Lab,103,59,57.28,55.34,1.25,Theory,No,No,No,Rainy,No,12,0,57.28,22,4,-1,10,55.74333333333335,Before Lunch,No
2026-07-07,Tuesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,54,53.47,-1.0,0.0,Theory,No,No,After,Rainy,No,9,1,53.47,23,4,-1,5,55.363333333333344,Morning,No
2026-07-07,Tuesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,74,71.84,-1.0,0.0,Theory,No,No,After,Sunny,No,9,1,71.84,23,4,-1,6,54.74000000000001,Morning,No
2026-07-07,Tuesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,44,43.56,53.47,0.0,Theory,No,No,After,Rainy,No,9,0,43.56,23,4,-1,1,60.863333333333344,Morning,No
2026-07-07,Tuesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,51,49.51,71.84,0.0,Theory,No,Yes,After,Rainy,No,9,0,49.51,23,4,-1,9,56.29000000000002,Morning,No
2026-07-07,Tuesday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,Mca,B,Computer Lab,101,71,70.3,43.56,0.0,Theory,No,No,After,Cloudy,No,8,0,70.3,23,4,-1,4,54.97000000000002,Morning,No
2026-07-07,Tuesday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,Mca,A,Computer Lab,103,59,57.28,49.51,0.0,Theory,No,No,After,Cloudy,No,8,0,57.28,23,4,-1,8,54.45666666666668,Morning,No
2026-07-07,Tuesday,4,11:15:00,12:15:00,Software Testing And Quality Assurance,F_DPY,3,Mca,B,Computer Lab,101,74,73.27,70.3,0.0,Theory,No,No,After,Sunny,No,6,0,73.27,23,4,-1,3,59.03000000000001,Morning,No
2026-07-07,Tuesday,4,11:15:00,12:15:00,Software Testing And Quality Assurance,F_DPY,3,Mca,A,Computer Lab,103,58,56.31,57.28,0.0,Theory,No,No,After,Rainy,No,6,0,56.31,23,4,-1,7,66.95,Morning,No
2026-07-07,Tuesday,5,13:30:00,15:30:00,Industry Readiness Program,F_Visiting,3,Mca,B,Computer Lab,101,43,42.57,73.27,1.25,Theory,No,No,After,Rainy,No,4,0,42.57,23,4,-1,2,62.28666666666667,Before Lunch,No
2026-07-07,Tuesday,5,13:30:00,15:30:00,Industry Readiness Program,F_Visiting,3,Mca,A,Computer Lab,103,64,62.14,56.31,1.25,Theory,No,No,After,Sunny,No,4,0,62.14,23,4,-1,10,57.38333333333335,Before Lunch,No
2026-07-08,Wednesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,73,72.28,-1.0,0.0,Theory,No,No,No,Rainy,No,9,1,72.28,24,4,-1,5,53.673333333333346,Morning,No
2026-07-08,Wednesday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,75,72.82,-1.0,0.0,Theory,No,No,No,Cloudy,No,9,1,72.82,24,4,-1,6,58.99666666666668,Morning,No
2026-07-08,Wednesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,81,80.2,72.28,0.0,Theory,No,No,No,Rainy,No,9,0,80.2,24,4,-1,1,69.08000000000001,Morning,No
2026-07-08,Wednesday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,55,53.4,72.82,0.0,Theory,No,Yes,No,Sunny,No,9,0,53.4,24,4,-1,9,75.10000000000001,Morning,No
2026-07-08,Wednesday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,Mca,B,Computer Lab,101,85,84.16,80.2,0.0,Theory,No,No,No,Cloudy,No,8,0,84.16,24,4,-1,4,68.80666666666667,Morning,No
2026-07-08,Wednesday,3,10:15:00,11:15:00,Data Science & Machine Learning,F_SP,3,Mca,A,Computer Lab,103,68,66.02,53.4,0.0,Theory,No,Yes,No,Cloudy,Yes,8,0,66.02,24,4,-1,8,72.58666666666667,Morning,No
2026-07-08,Wednesday,4,11:15:00,12:15:00,Principles Of Cloud Management And Security,F_KSD,3,Mca,B,Computer Lab,101,92,91.09,84.16,0.0,Theory,No,No,No,Cloudy,No,7,0,91.09,24,4,-1,3,67.86,Morning,No
2026-07-08,Wednesday,4,11:15:00,12:15:00,Principles Of Cloud Management And Security,F_KSD,3,Mca,A,Computer Lab,103,88,85.44,66.02,0.0,Theory,No,Yes,No,Cloudy,No,7,0,85.44,24,4,-1,7,80.42333333333335,Morning,No
2026-07-08,Wednesday,5,13:30:00,15:30:00,Software Testing And Quality Assurance,F_DPY,3,Mca,B,Computer Lab,101,53,52.48,91.09,1.25,Practical,No,No,No,Cloudy,No,6,0,52.48,24,4,-1,2,80.85000000000001,Before Lunch,No
2026-07-08,Wednesday,5,13:30:00,15:30:00,Software Testing And Quality Assurance,F_DPY,3,Mca,A,Computer Lab,103,68,66.02,85.44,1.25,Practical,No,Yes,No,Rainy,No,6,0,66.02,24,4,-1,10,76.33666666666669,Before Lunch,No
2026-07-09,Thursday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,31,30.69,-1.0,0.0,Practical,No,No,No,Rainy,No,9,1,30.69,25,4,-1,4,67.98,Morning,No
2026-07-09,Thursday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,47,45.63,-1.0,0.0,Practical,No,Yes,No,Cloudy,No,9,1,45.63,25,4,-1,7,49.73000000000001,Morning,No
2026-07-09,Thursday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,64,63.37,30.69,0.0,Practical,No,No,No,Rainy,No,9,0,63.37,25,4,-1,3,47.44666666666668,Morning,No
2026-07-09,Thursday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,32,31.07,45.63,0.0,Practical,No,No,No,Sunny,No,9,0,31.07,25,4,-1,6,46.56333333333334,Morning,No
2026-07-09,Thursday,3,10:15:00,11:15:00,Mini Project,F_RSZ,3,Mca,B,Computer Lab,101,97,96.04,63.37,0.0,Practical,No,No,No,Cloudy,No,15,0,96.04,25,4,-1,2,46.690000000000005,Morning,No
2026-07-09,Thursday,3,10:15:00,11:15:00,Mini Project,F_RSZ,3,Mca,A,Computer Lab,103,101,98.06,31.07,0.0,Practical,No,No,No,Sunny,No,15,0,98.06,25,4,-1,5,63.49333333333334,Morning,No
2026-07-09,Thursday,4,11:15:00,12:15:00,Mini Project,F_RSZ,3,Mca,B,Computer Lab,101,95,94.06,96.04,0.0,Practical,No,Yes,No,Cloudy,No,15,0,94.06,25,4,-1,1,75.05666666666667,Morning,No
2026-07-09,Thursday,4,11:15:00,12:15:00,Mini Project,F_RSZ,3,Mca,A,Computer Lab,103,87,84.47,98.06,0.0,Practical,No,No,No,Sunny,No,15,0,84.47,25,4,-1,8,96.05333333333334,Morning,No
2026-07-10,Friday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,59,58.42,-1.0,0.0,Theory,No,No,No,Rainy,No,9,1,58.42,26,4,-1,5,92.19666666666667,Morning,No
2026-07-10,Friday,1,08:30:00,09:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,82,79.61,-1.0,0.0,Theory,No,No,No,Cloudy,No,9,1,79.61,26,4,-1,6,78.98333333333333,Morning,No
2026-07-10,Friday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,B,Computer Lab,101,61,60.4,58.42,0.0,Theory,No,No,No,Rainy,No,9,0,60.4,26,4,-1,1,74.16666666666667,Morning,No
2026-07-10,Friday,2,09:15:00,10:15:00,Mobile Application Development,F_SSP,3,Mca,A,Computer Lab,103,73,70.87,79.61,0.0,Theory,No,No,No,Sunny,No,9,0,70.87,26,4,-1,9,66.14333333333335,Morning,No
2026-07-10,Friday,3,10:15:00,11:15:00,Innovation And Entrepreneurship Development,F_JSP,3,Mca,B,Computer Lab,101,98,97.03,60.4,0.0,Theory,No,No,No,Sunny,No,12,0,97.03,26,4,-1,4,70.29333333333334,Morning,No
